Extract.Date,CCG.Code,CCG.Name,Breakdown.Field,Breakdown.Value,Patient.Count,CCG20CD,pop19
20/03/2021,03F,NHS Hull CCG,Age,18-29,1065,E38000085,259778
20/03/2021,03H,NHS North East Lincolnshire CCG,Age,18-29,520,E38000119,159563
20/03/2021,03J,NHS North Kirklees CCG,Age,18-29,625,E38000121,193183
20/03/2021,03K,NHS North Lincolnshire CCG,Age,18-29,540,E38000122,172292
20/03/2021,03L,NHS Rotherham CCG,Age,18-29,835,E38000141,265411
20/03/2021,03N,NHS Sheffield CCG,Age,18-29,2135,E38000146,584853
20/03/2021,03Q,NHS Vale of York CCG,Age,18-29,780,E38000188,366072
20/03/2021,03R,NHS Wakefield CCG,Age,18-29,980,E38000190,348312
20/03/2021,03W,NHS East Leicestershire and Rutland CCG,Age,18-29,780,E38000051,338592
20/03/2021,04C,NHS Leicester City CCG,Age,18-29,1640,E38000097,354224
20/03/2021,04F,NHS Milton Keynes CCG,Age,18-29,975,E38000107,275882
20/03/2021,04V,NHS West Leicestershire CCG,Age,18-29,1175,E38000201,407490
20/03/2021,04Y,NHS Cannock Chase CCG,Age,18-29,355,E38000028,137595
20/03/2021,05A,NHS Coventry and Rugby CCG,Age,18-29,1730,E38000038,480456
20/03/2021,05C,NHS Dudley CCG,Age,18-29,945,E38000046,321596
20/03/2021,05D,NHS East Staffordshire CCG,Age,18-29,395,E38000053,129944
20/03/2021,05G,NHS North Staffordshire CCG,Age,18-29,510,E38000126,219600
20/03/2021,05H,NHS Warwickshire North CCG,Age,18-29,595,E38000195,195147
20/03/2021,05L,NHS Sandwell and West Birmingham CCG,Age,18-29,1970,E38000144,506073
20/03/2021,05N,NHS Shropshire CCG,Age,18-29,740,E38000147,323136
20/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,18-29,590,E38000153,226837
20/03/2021,05R,NHS South Warwickshire CCG,Age,18-29,585,E38000164,273851
20/03/2021,05V,NHS Stafford and Surrounds CCG,Age,18-29,340,E38000173,157308
20/03/2021,05W,NHS Stoke on Trent CCG,Age,18-29,825,E38000175,264651
20/03/2021,05X,NHS Telford and Wrekin CCG,Age,18-29,555,E38000183,179854
20/03/2021,05Y,NHS Walsall CCG,Age,18-29,995,E38000191,285478
20/03/2021,06A,NHS Wolverhampton CCG,Age,18-29,885,E38000210,263357
20/03/2021,06F,NHS Bedfordshire CCG,Age,18-29,1375,E38000010,461940
20/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,18-29,2710,E38000026,892627
20/03/2021,06K,NHS East and North Hertfordshire CCG,Age,18-29,1560,E38000049,571713
20/03/2021,06L,NHS Ipswich and East Suffolk CCG,Age,18-29,1315,E38000086,411211
20/03/2021,06N,NHS Herts Valleys CCG,Age,18-29,1350,E38000079,598034
20/03/2021,06P,NHS Luton CCG,Age,18-29,1080,E38000102,213052
20/03/2021,06Q,NHS Mid Essex CCG,Age,18-29,1005,E38000106,395918
20/03/2021,06T,NHS North East Essex CCG,Age,18-29,1030,E38000117,341267
20/03/2021,07G,NHS Thurrock CCG,Age,18-29,580,E38000185,174341
20/03/2021,07H,NHS West Essex CCG,Age,18-29,790,E38000197,310040
20/03/2021,07K,NHS West Suffolk CCG,Age,18-29,655,E38000204,231706
20/03/2021,07L,NHS Barking and Dagenham CCG,Age,18-29,895,E38000004,212906
20/03/2021,07P,NHS Brent CCG,Age,18-29,1360,E38000020,329771
20/03/2021,07T,NHS City and Hackney CCG,Age,18-29,1245,E38000035,290841
20/03/2021,07W,NHS Ealing CCG,Age,18-29,1400,E38000048,341806
20/03/2021,07Y,NHS Hounslow CCG,Age,18-29,975,E38000084,271523
20/03/2021,08C,NHS Hammersmith and Fulham CCG,Age,18-29,700,E38000070,185143
20/03/2021,08E,NHS Harrow CCG,Age,18-29,810,E38000074,251160
20/03/2021,08F,NHS Havering CCG,Age,18-29,685,E38000077,259552
20/03/2021,08G,NHS Hillingdon CCG,Age,18-29,1050,E38000082,306870
20/03/2021,08M,NHS Newham CCG,Age,18-29,1910,E38000113,353134
20/03/2021,08N,NHS Redbridge CCG,Age,18-29,1155,E38000138,305222
20/03/2021,08V,NHS Tower Hamlets CCG,Age,18-29,1605,E38000186,324745
20/03/2021,08W,NHS Waltham Forest CCG,Age,18-29,885,E38000192,276983
20/03/2021,08Y,NHS West London CCG,Age,18-29,605,E38000202,227412
20/03/2021,09A,NHS Central London (Westminster) CCG,Age,18-29,480,E38000031,190034
20/03/2021,09D,NHS Brighton and Hove CCG,Age,18-29,870,E38000021,290885
20/03/2021,10C,NHS Surrey Heath CCG,Age,18-29,215,E38000178,96564
20/03/2021,10J,NHS North Hampshire CCG,Age,18-29,645,E38000120,225387
20/03/2021,10K,NHS Fareham and Gosport CCG,Age,18-29,495,E38000059,201071
20/03/2021,10L,NHS Isle of Wight CCG,Age,18-29,280,E38000087,141771
20/03/2021,10Q,NHS Oxfordshire CCG,Age,18-29,1500,E38000136,676171
20/03/2021,10R,NHS Portsmouth CCG,Age,18-29,775,E38000137,214905
20/03/2021,10V,NHS South Eastern Hampshire CCG,Age,18-29,635,E38000154,217701
20/03/2021,10X,NHS Southampton CCG,Age,18-29,795,E38000167,252520
20/03/2021,11A,NHS West Hampshire CCG,Age,18-29,1225,E38000198,570799
20/03/2021,11J,NHS Dorset CCG,Age,18-29,1850,E38000045,773839
20/03/2021,11M,NHS Gloucestershire CCG,Age,18-29,1695,E38000062,637070
20/03/2021,11N,NHS Kernow CCG,Age,18-29,1385,E38000089,571802
20/03/2021,11X,NHS Somerset CCG,Age,18-29,1315,E38000150,562225
20/03/2021,12F,NHS Wirral CCG,Age,18-29,800,E38000208,324011
20/03/2021,13T,NHS Newcastle Gateshead CCG,Age,18-29,1720,E38000212,504875
20/03/2021,14L,NHS Manchester CCG,Age,18-29,2150,E38000217,552858
20/03/2021,14Y,NHS Buckinghamshire CCG,Age,18-29,1275,E38000223,546626
20/03/2021,15A,NHS Berkshire West CCG,Age,18-29,1075,E38000221,491349
20/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,18-29,2555,E38000222,963522
20/03/2021,15D,NHS East Berkshire CCG,Age,18-29,1235,E38000224,436701
20/03/2021,15E,NHS Birmingham and Solihull CCG,Age,18-29,4270,E38000220,1180567
20/03/2021,15F,NHS Leeds CCG,Age,18-29,2440,E38000225,793139
20/03/2021,15M,NHS Derby and Derbyshire CCG,Age,18-29,2835,E38000229,1026426
20/03/2021,15N,NHS Devon CCG,Age,18-29,3140,E38000230,1200739
20/03/2021,16C,NHS Tees Valley CCG,Age,18-29,2200,E38000247,675944
20/03/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,18-29,1695,E38000236,788587
20/03/2021,26A,NHS Norfolk and Waveney CCG,Age,18-29,2750,E38000239,1026193
20/03/2021,27D,NHS Cheshire CCG,Age,18-29,1790,E38000233,727223
20/03/2021,36J,NHS Bradford District and Craven CCG,Age,18-29,2535,E38000232,590901
20/03/2021,36L,NHS South West London CCG,Age,18-29,4675,E38000245,1504810
20/03/2021,42D,NHS North Yorkshire CCG,Age,18-29,890,E38000241,428231
20/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,18-29,3450,E38000243,1043665
20/03/2021,70F,NHS West Sussex CCG,Age,18-29,2225,E38000248,857166
20/03/2021,71E,NHS Lincolnshire CCG,Age,18-29,2185,E38000238,761224
20/03/2021,72Q,NHS South East London CCG,Age,18-29,6190,E38000244,1819271
20/03/2021,78H,NHS Northamptonshire CCG,Age,18-29,2215,E38000242,736219
20/03/2021,84H,NHS County Durham CCG,Age,18-29,1615,E38000234,530094
20/03/2021,91Q,NHS Kent and Medway CCG,Age,18-29,4725,E38000237,1860111
20/03/2021,92A,NHS Surrey Heartlands CCG,Age,18-29,2345,E38000246,1049170
20/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,18-29,2285,E38000231,921917
20/03/2021,93C,NHS North Central London CCG,Age,18-29,4630,E38000240,1510806
20/03/2021,97R,NHS East Sussex CCG,Age,18-29,1405,E38000235,557229
20/03/2021,99A,NHS Liverpool CCG,Age,18-29,2095,E38000101,498042
20/03/2021,99C,NHS North Tyneside CCG,Age,18-29,565,E38000127,207913
20/03/2021,99E,NHS Basildon and Brentwood CCG,Age,18-29,760,E38000007,264220
20/03/2021,99F,NHS Castle Point and Rochford CCG,Age,18-29,540,E38000030,177744
20/03/2021,99G,NHS Southend CCG,Age,18-29,585,E38000168,183125
20/03/2021,99M,NHS North East Hampshire and Farnham CCG,Age,18-29,525,E38000118,211709
20/03/2021,00L,NHS Northumberland CCG,Age,30-39,1230,E38000130,322434
20/03/2021,00N,NHS South Tyneside CCG,Age,30-39,925,E38000163,150976
20/03/2021,00P,NHS Sunderland CCG,Age,30-39,1595,E38000176,277705
20/03/2021,00Q,NHS Blackburn with Darwen CCG,Age,30-39,1020,E38000014,149696
20/03/2021,00R,NHS Blackpool CCG,Age,30-39,725,E38000015,139446
20/03/2021,00T,NHS Bolton CCG,Age,30-39,2190,E38000016,287550
20/03/2021,00V,NHS Bury CCG,Age,30-39,985,E38000024,190990
20/03/2021,00X,NHS Chorley and South Ribble CCG,Age,30-39,670,E38000034,178547
20/03/2021,00Y,NHS Oldham CCG,Age,30-39,1815,E38000135,237110
20/03/2021,01A,NHS East Lancashire CCG,Age,30-39,1870,E38000050,382746
20/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,30-39,1500,E38000080,222412
20/03/2021,01E,NHS Greater Preston CCG,Age,30-39,990,E38000227,203825
20/03/2021,01F,NHS Halton CCG,Age,30-39,775,E38000068,129410
20/03/2021,01G,NHS Salford CCG,Age,30-39,1750,E38000143,258834
20/03/2021,01H,NHS North Cumbria CCG,Age,30-39,1425,E38000215,319371
20/03/2021,01J,NHS Knowsley CCG,Age,30-39,945,E38000091,150862
20/03/2021,01K,NHS Morecambe Bay CCG,Age,30-39,1425,E38000228,332696
20/03/2021,01T,NHS South Sefton CCG,Age,30-39,1020,E38000161,160226
20/03/2021,01V,NHS Southport and Formby CCG,Age,30-39,520,E38000170,116184
20/03/2021,01W,NHS Stockport CCG,Age,30-39,1475,E38000174,293423
20/03/2021,01X,NHS St Helens CCG,Age,30-39,1145,E38000172,180585
20/03/2021,01Y,NHS Tameside and Glossop CCG,Age,30-39,1535,E38000182,260063
20/03/2021,02A,NHS Trafford CCG,Age,30-39,1245,E38000187,237354
20/03/2021,02E,NHS Warrington CCG,Age,30-39,1055,E38000194,210014
20/03/2021,02G,NHS West Lancashire CCG,Age,30-39,420,E38000200,114306
20/03/2021,02H,NHS Wigan Borough CCG,Age,30-39,1765,E38000205,328662
20/03/2021,02M,NHS Fylde and Wyre CCG,Age,30-39,670,E38000226,194337
20/03/2021,02P,NHS Barnsley CCG,Age,30-39,1300,E38000006,246866
20/03/2021,02Q,NHS Bassetlaw CCG,Age,30-39,745,E38000008,117459
20/03/2021,02T,NHS Calderdale CCG,Age,30-39,1295,E38000025,211455
20/03/2021,02X,NHS Doncaster CCG,Age,30-39,2045,E38000044,311890
20/03/2021,02Y,NHS East Riding of Yorkshire CCG,Age,30-39,1115,E38000052,318400
20/03/2021,03A,NHS Greater Huddersfield CCG,Age,30-39,1315,E38000064,246604
20/03/2021,03F,NHS Hull CCG,Age,30-39,1715,E38000085,259778
20/03/2021,03H,NHS North East Lincolnshire CCG,Age,30-39,925,E38000119,159563
20/03/2021,03J,NHS North Kirklees CCG,Age,30-39,1490,E38000121,193183
20/03/2021,03K,NHS North Lincolnshire CCG,Age,30-39,865,E38000122,172292
20/03/2021,03L,NHS Rotherham CCG,Age,30-39,1430,E38000141,265411
20/03/2021,03N,NHS Sheffield CCG,Age,30-39,3610,E38000146,584853
20/03/2021,03Q,NHS Vale of York CCG,Age,30-39,1245,E38000188,366072
20/03/2021,03R,NHS Wakefield CCG,Age,30-39,1730,E38000190,348312
20/03/2021,03W,NHS East Leicestershire and Rutland CCG,Age,30-39,1395,E38000051,338592
20/03/2021,04C,NHS Leicester City CCG,Age,30-39,3365,E38000097,354224
20/03/2021,04F,NHS Milton Keynes CCG,Age,30-39,2265,E38000107,275882
20/03/2021,04V,NHS West Leicestershire CCG,Age,30-39,1780,E38000201,407490
20/03/2021,04Y,NHS Cannock Chase CCG,Age,30-39,570,E38000028,137595
20/03/2021,05A,NHS Coventry and Rugby CCG,Age,30-39,3575,E38000038,480456
20/03/2021,05C,NHS Dudley CCG,Age,30-39,1885,E38000046,321596
20/03/2021,05D,NHS East Staffordshire CCG,Age,30-39,730,E38000053,129944
20/03/2021,05G,NHS North Staffordshire CCG,Age,30-39,830,E38000126,219600
20/03/2021,05H,NHS Warwickshire North CCG,Age,30-39,1130,E38000195,195147
20/03/2021,05L,NHS Sandwell and West Birmingham CCG,Age,30-39,4530,E38000144,506073
20/03/2021,05N,NHS Shropshire CCG,Age,30-39,1100,E38000147,323136
20/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,30-39,990,E38000153,226837
20/03/2021,05R,NHS South Warwickshire CCG,Age,30-39,1210,E38000164,273851
20/03/2021,05V,NHS Stafford and Surrounds CCG,Age,30-39,595,E38000173,157308
20/03/2021,05W,NHS Stoke on Trent CCG,Age,30-39,1985,E38000175,264651
20/03/2021,05X,NHS Telford and Wrekin CCG,Age,30-39,945,E38000183,179854
20/03/2021,05Y,NHS Walsall CCG,Age,30-39,2250,E38000191,285478
20/03/2021,06A,NHS Wolverhampton CCG,Age,30-39,2210,E38000210,263357
20/03/2021,06F,NHS Bedfordshire CCG,Age,30-39,2945,E38000010,461940
20/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,30-39,5275,E38000026,892627
20/03/2021,06K,NHS East and North Hertfordshire CCG,Age,30-39,2965,E38000049,571713
20/03/2021,06L,NHS Ipswich and East Suffolk CCG,Age,30-39,2165,E38000086,411211
20/03/2021,06N,NHS Herts Valleys CCG,Age,30-39,3055,E38000079,598034
20/03/2021,06P,NHS Luton CCG,Age,30-39,2695,E38000102,213052
20/03/2021,06Q,NHS Mid Essex CCG,Age,30-39,1800,E38000106,395918
20/03/2021,06T,NHS North East Essex CCG,Age,30-39,1585,E38000117,341267
20/03/2021,07G,NHS Thurrock CCG,Age,30-39,1185,E38000185,174341
20/03/2021,07H,NHS West Essex CCG,Age,30-39,1610,E38000197,310040
20/03/2021,07K,NHS West Suffolk CCG,Age,30-39,1095,E38000204,231706
20/03/2021,07L,NHS Barking and Dagenham CCG,Age,30-39,2605,E38000004,212906
20/03/2021,07P,NHS Brent CCG,Age,30-39,3425,E38000020,329771
20/03/2021,07T,NHS City and Hackney CCG,Age,30-39,2390,E38000035,290841
20/03/2021,07W,NHS Ealing CCG,Age,30-39,3415,E38000048,341806
20/03/2021,07Y,NHS Hounslow CCG,Age,30-39,2935,E38000084,271523
20/03/2021,08C,NHS Hammersmith and Fulham CCG,Age,30-39,1330,E38000070,185143
20/03/2021,08E,NHS Harrow CCG,Age,30-39,2470,E38000074,251160
20/03/2021,08F,NHS Havering CCG,Age,30-39,1530,E38000077,259552
20/03/2021,08G,NHS Hillingdon CCG,Age,30-39,2650,E38000082,306870
20/03/2021,08M,NHS Newham CCG,Age,30-39,5110,E38000113,353134
20/03/2021,08N,NHS Redbridge CCG,Age,30-39,3140,E38000138,305222
20/03/2021,08V,NHS Tower Hamlets CCG,Age,30-39,4535,E38000186,324745
20/03/2021,08W,NHS Waltham Forest CCG,Age,30-39,2060,E38000192,276983
20/03/2021,08Y,NHS West London CCG,Age,30-39,1280,E38000202,227412
20/03/2021,09A,NHS Central London (Westminster) CCG,Age,30-39,1050,E38000031,190034
20/03/2021,09D,NHS Brighton and Hove CCG,Age,30-39,1480,E38000021,290885
20/03/2021,10C,NHS Surrey Heath CCG,Age,30-39,500,E38000178,96564
20/03/2021,10J,NHS North Hampshire CCG,Age,30-39,1135,E38000120,225387
20/03/2021,10K,NHS Fareham and Gosport CCG,Age,30-39,1020,E38000059,201071
20/03/2021,10L,NHS Isle of Wight CCG,Age,30-39,465,E38000087,141771
20/03/2021,10Q,NHS Oxfordshire CCG,Age,30-39,2935,E38000136,676171
20/03/2021,10R,NHS Portsmouth CCG,Age,30-39,1440,E38000137,214905
20/03/2021,10V,NHS South Eastern Hampshire CCG,Age,30-39,1110,E38000154,217701
20/03/2021,10X,NHS Southampton CCG,Age,30-39,1595,E38000167,252520
20/03/2021,11A,NHS West Hampshire CCG,Age,30-39,1985,E38000198,570799
20/03/2021,11J,NHS Dorset CCG,Age,30-39,3050,E38000045,773839
20/03/2021,11M,NHS Gloucestershire CCG,Age,30-39,2815,E38000062,637070
20/03/2021,11N,NHS Kernow CCG,Age,30-39,2270,E38000089,571802
20/03/2021,11X,NHS Somerset CCG,Age,30-39,2230,E38000150,562225
20/03/2021,12F,NHS Wirral CCG,Age,30-39,1460,E38000208,324011
20/03/2021,13T,NHS Newcastle Gateshead CCG,Age,30-39,2990,E38000212,504875
20/03/2021,14L,NHS Manchester CCG,Age,30-39,4275,E38000217,552858
20/03/2021,14Y,NHS Buckinghamshire CCG,Age,30-39,2980,E38000223,546626
20/03/2021,15A,NHS Berkshire West CCG,Age,30-39,2430,E38000221,491349
20/03/2021,15C,"NHS Bristol, North Somerset and South Gloucestershire CCG",Age,30-39,4955,E38000222,963522
20/03/2021,15D,NHS East Berkshire CCG,Age,30-39,3525,E38000224,436701
20/03/2021,15E,NHS Birmingham and Solihull CCG,Age,30-39,9370,E38000220,1180567
20/03/2021,15F,NHS Leeds CCG,Age,30-39,4970,E38000225,793139
20/03/2021,15M,NHS Derby and Derbyshire CCG,Age,30-39,5090,E38000229,1026426
20/03/2021,15N,NHS Devon CCG,Age,30-39,4955,E38000230,1200739
20/03/2021,16C,NHS Tees Valley CCG,Age,30-39,3760,E38000247,675944
20/03/2021,18C,NHS Herefordshire and Worcestershire CCG,Age,30-39,3185,E38000236,788587
20/03/2021,26A,NHS Norfolk and Waveney CCG,Age,30-39,4580,E38000239,1026193
20/03/2021,27D,NHS Cheshire CCG,Age,30-39,3220,E38000233,727223
20/03/2021,36J,NHS Bradford District and Craven CCG,Age,30-39,5515,E38000232,590901
20/03/2021,36L,NHS South West London CCG,Age,30-39,10405,E38000245,1504810
20/03/2021,42D,NHS North Yorkshire CCG,Age,30-39,1400,E38000241,428231
20/03/2021,52R,NHS Nottingham and Nottinghamshire CCG,Age,30-39,6295,E38000243,1043665
20/03/2021,70F,NHS West Sussex CCG,Age,30-39,4270,E38000248,857166
20/03/2021,71E,NHS Lincolnshire CCG,Age,30-39,3515,E38000238,761224
20/03/2021,72Q,NHS South East London CCG,Age,30-39,13455,E38000244,1819271
20/03/2021,78H,NHS Northamptonshire CCG,Age,30-39,4410,E38000242,736219
20/03/2021,84H,NHS County Durham CCG,Age,30-39,2595,E38000234,530094
20/03/2021,91Q,NHS Kent and Medway CCG,Age,30-39,8825,E38000237,1860111
20/03/2021,92A,NHS Surrey Heartlands CCG,Age,30-39,5115,E38000246,1049170
20/03/2021,92G,"NHS Bath and North East Somerset, Swindon and Wiltshire CCG",Age,30-39,4010,E38000231,921917
20/03/2021,93C,NHS North Central London CCG,Age,30-39,10355,E38000240,1510806
20/03/2021,97R,NHS East Sussex CCG,Age,30-39,2415,E38000235,557229
20/03/2021,99A,NHS Liverpool CCG,Age,30-39,3650,E38000101,498042
20/03/2021,99C,NHS North Tyneside CCG,Age,30-39,1085,E38000127,207913
20/03/2021,99E,NHS Basildon and Brentwood CCG,Age,30-39,1580,E38000007,264220
20/03/2021,99F,NHS Castle Point and Rochford CCG,Age,30-39,820,E38000030,177744
20/03/2021,99G,NHS Southend CCG,Age,30-39,1100,E38000168,183125
20/03/2021,99M,NHS North East Hampshire and Farnham CCG,Age,30-39,1225,E38000118,211709
20/03/2021,00L,NHS Northumberland CCG,Age,40-49,1490,E38000130,322434
20/03/2021,00N,NHS South Tyneside CCG,Age,40-49,1045,E38000163,150976
20/03/2021,00P,NHS Sunderland CCG,Age,40-49,1900,E38000176,277705
20/03/2021,00Q,NHS Blackburn with Darwen CCG,Age,40-49,1765,E38000014,149696
20/03/2021,00R,NHS Blackpool CCG,Age,40-49,1145,E38000015,139446
20/03/2021,00T,NHS Bolton CCG,Age,40-49,2970,E38000016,287550
20/03/2021,00V,NHS Bury CCG,Age,40-49,1365,E38000024,190990
20/03/2021,00X,NHS Chorley and South Ribble CCG,Age,40-49,895,E38000034,178547
20/03/2021,00Y,NHS Oldham CCG,Age,40-49,2600,E38000135,237110
20/03/2021,01A,NHS East Lancashire CCG,Age,40-49,2780,E38000050,382746
20/03/2021,01D,"NHS Heywood, Middleton and Rochdale CCG",Age,40-49,2265,E38000080,222412
20/03/2021,01E,NHS Greater Preston CCG,Age,40-49,1350,E38000227,203825
20/03/2021,01F,NHS Halton CCG,Age,40-49,975,E38000068,129410
20/03/2021,01G,NHS Salford CCG,Age,40-49,2080,E38000143,258834
20/03/2021,01H,NHS North Cumbria CCG,Age,40-49,1735,E38000215,319371
20/03/2021,01J,NHS Knowsley CCG,Age,40-49,1105,E38000091,150862
20/03/2021,01K,NHS Morecambe Bay CCG,Age,40-49,1795,E38000228,332696
20/03/2021,01T,NHS South Sefton CCG,Age,40-49,1395,E38000161,160226
20/03/2021,01V,NHS Southport and Formby CCG,Age,40-49,740,E38000170,116184
20/03/2021,01W,NHS Stockport CCG,Age,40-49,1725,E38000174,293423
20/03/2021,01X,NHS St Helens CCG,Age,40-49,1505,E38000172,180585
20/03/2021,01Y,NHS Tameside and Glossop CCG,Age,40-49,2120,E38000182,260063
20/03/2021,02A,NHS Trafford CCG,Age,40-49,1570,E38000187,237354
20/03/2021,02E,NHS Warrington CCG,Age,40-49,1315,E38000194,210014
20/03/2021,02G,NHS West Lancashire CCG,Age,40-49,580,E38000200,114306
20/03/2021,02H,NHS Wigan Borough CCG,Age,40-49,2135,E38000205,328662
20/03/2021,02M,NHS Fylde and Wyre CCG,Age,40-49,840,E38000226,194337
20/03/2021,02P,NHS Barnsley CCG,Age,40-49,1590,E38000006,246866
20/03/2021,02Q,NHS Bassetlaw CCG,Age,40-49,915,E38000008,117459
20/03/2021,02T,NHS Calderdale CCG,Age,40-49,1685,E38000025,211455
20/03/2021,02X,NHS Doncaster CCG,Age,40-49,2310,E38000044,311890
20/03/2021,02Y,NHS East Riding of Yorkshire CCG,Age,40-49,1460,E38000052,318400
20/03/2021,03A,NHS Greater Huddersfield CCG,Age,40-49,1580,E38000064,246604
20/03/2021,03F,NHS Hull CCG,Age,40-49,2100,E38000085,259778
20/03/2021,03H,NHS North East Lincolnshire CCG,Age,40-49,930,E38000119,159563
20/03/2021,03J,NHS North Kirklees CCG,Age,40-49,2100,E38000121,193183
20/03/2021,03K,NHS North Lincolnshire CCG,Age,40-49,1005,E38000122,172292
20/03/2021,03L,NHS Rotherham CCG,Age,40-49,1825,E38000141,265411
20/03/2021,03N,NHS Sheffield CCG,Age,40-49,4545,E38000146,584853
20/03/2021,03Q,NHS Vale of York CCG,Age,40-49,1525,E38000188,366072
20/03/2021,03R,NHS Wakefield CCG,Age,40-49,2085,E38000190,348312
20/03/2021,03W,NHS East Leicestershire and Rutland CCG,Age,40-49,1795,E38000051,338592
20/03/2021,04C,NHS Leicester City CCG,Age,40-49,5060,E38000097,354224
20/03/2021,04F,NHS Milton Keynes CCG,Age,40-49,2700,E38000107,275882
20/03/2021,04V,NHS West Leicestershire CCG,Age,40-49,2370,E38000201,407490
20/03/2021,04Y,NHS Cannock Chase CCG,Age,40-49,705,E38000028,137595
20/03/2021,05A,NHS Coventry and Rugby CCG,Age,40-49,4610,E38000038,480456
20/03/2021,05C,NHS Dudley CCG,Age,40-49,2380,E38000046,321596
20/03/2021,05D,NHS East Staffordshire CCG,Age,40-49,895,E38000053,129944
20/03/2021,05G,NHS North Staffordshire CCG,Age,40-49,1070,E38000126,219600
20/03/2021,05H,NHS Warwickshire North CCG,Age,40-49,1260,E38000195,195147
20/03/2021,05L,NHS Sandwell and West Birmingham CCG,Age,40-49,7245,E38000144,506073
20/03/2021,05N,NHS Shropshire CCG,Age,40-49,1335,E38000147,323136
20/03/2021,05Q,NHS South East Staffordshire and Seisdon Peninsula CCG,Age,40-49,1175,E38000153,226837
20/03/2021,05R,NHS South Warwickshire CCG,Age,40-49,1370,E38000164,273851
20/03/2021,05V,NHS Stafford and Surrounds CCG,Age,40-49,685,E38000173,157308
20/03/2021,05W,NHS Stoke on Trent CCG,Age,40-49,2390,E38000175,264651
20/03/2021,05X,NHS Telford and Wrekin CCG,Age,40-49,1220,E38000183,179854
20/03/2021,05Y,NHS Walsall CCG,Age,40-49,2795,E38000191,285478
20/03/2021,06A,NHS Wolverhampton CCG,Age,40-49,2960,E38000210,263357
20/03/2021,06F,NHS Bedfordshire CCG,Age,40-49,3365,E38000010,461940
20/03/2021,06H,NHS Cambridgeshire and Peterborough CCG,Age,40-49,6325,E38000026,892627
20/03/2021,06K,NHS East and North Hertfordshire CCG,Age,40-49,3620,E38000049,571713
20/03/2021,06L,NHS Ipswich and East Suffolk CCG,Age,40-49,2505,E38000086,411211
20/03/2021,06N,NHS Herts Valleys CCG,Age,40-49,4160,E38000079,598034
20/03/2021,06P,NHS Luton CCG,Age,40-49,3520,E38000102,213052
20/03/2021,06Q,NHS Mid Essex CCG,Age,40-49,2325,E38000106,395918
20/03/2021,06T,NHS North East Essex CCG,Age,40-49,1970,E38000117,341267
20/03/2021,07G,NHS Thurrock CCG,Age,40-49,1520,E38000185,174341
20/03/2021,07H,NHS West Essex CCG,Age,40-49,1990,E38000197,310040
20/03/2021,07K,NHS West Suffolk CCG,Age,40-49,1325,E38000204,231706
